,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
4103,3010000,3010000-104-2009-00305,20091111,,1,영업/정상,1,영업,,,,,,339.72,100842.0,서울특별시 중구 을지로1가 32 지상12층,서울특별시 중구 남대문로9길 51 (을지로1가지상12층),4523.0,한국맥도날드서울시청점,20220600000000.0,U,07:00.0,패스트푸드,198118.8801,451614.3629,,,,,,,,,,,,,,,,,,,
4105,3000000,3000000-104-1999-10897,19991123,,1,영업/정상,1,영업,,,,,261913500,342.6,110809.0,서울특별시 종로구 동숭동 1-34,서울특별시 종로구 대학로 130 (동숭동),3086.0,한국맥도날드대학로점,20220600000000.0,U,07:00.0,패스트푸드,200117.747,453398.7071,,,,,,,,,,,,,,,,,,,
4110,3220000,3220000-104-2010-00447,20101222,,1,영업/정상,1,영업,,,,,,295.71,135998.0,서울특별시 강남구 대치동 938-22 타워엠프리스,서울특별시 강남구 도곡로 409 한티역점 맥도날드 지하1층지상1층 (대치동),6207.0,한국맥도날드 한티역점,20220900000000.0,U,03:00.0,패스트푸드,204808.885,443909.675,,,,,,,,,,,,,,,,,,,
4111,3220000,3220000-104-2010-00440,20101217,,1,영업/정상,1,영업,,,,,,184.37,135918.0,서울특별시 강남구 역삼동 707-27 1층 103호,서울특별시 강남구 테헤란로 326 (역삼동1층 103호),6211.0,한국맥도날드(유) 선릉점,20220600000000.0,U,07:00.0,패스트푸드,204090.7365,444591.7765,,,,,,,,,,,,,,,,,,,
4113,3010000,3010000-104-2010-00193,20101111,,1,영업/정상,1,영업,,,,,23184897,305.18,100021.0,서울특별시 중구 명동1가 48-2 외8필지 53-10외 6필지 1층,서울특별시 중구 명동7길 8 (명동1가외8필지 53-10외 6필지 1층),4534.0,맥도날드(Mcdonald),20220600000000.0,U,07:00.0,패스트푸드,198562.7545,451322.8305,,,,,,,,,,,,,,,,,,,
4197,3190000,3190000-104-2014-00160,20141203,,1,영업/정상,1,영업,,,,,,365.85,156030.0,서울특별시 동작구 상도동 505-5,서울특별시 동작구 사당로 22 지하1층지상1층2층 (상도동),7027.0,한국맥도날드(유) 숭실대점,20220600000000.0,U,08:00.0,패스트푸드,196119.0131,443657.4761,,,,,,,,,,,,,,,,,,,
4198,3230000,3230000-104-2013-00121,20130808,,1,영업/정상,1,영업,,,,,070 70184500,322.0,138850.0,서울특별시 송파구 송파동 84 지상12층,서울특별시 송파구 백제고분로 390 지상12층 (송파동),5667.0,한국맥도날드(유) 석촌역점,20220600000000.0,U,08:00.0,패스트푸드,209578.1392,444870.2168,,,,,,,,,,,,,,,,,,,
4277,3130000,3130000-104-2017-00233,20170622,,1,영업/정상,1,영업,,,,,,398.08,121820.0,서울특별시 마포구 망원동 377-19 1~2층,서울특별시 마포구 월드컵로 81 (망원동 1~2층),4012.0,한국맥도날드(유)망원점,20220600000000.0,U,08:00.0,패스트푸드,191952.5137,450424.8559,,,,,,,,,,,,,,,,,,,
4280,3180000,3180000-104-2016-00010,20160127,,1,영업/정상,1,영업,,,,,,336.88,150842.0,서울특별시 영등포구 신길동 505 1~2층,서울특별시 영등포구 여의대방로 145 1~2층 (신길동),7392.0,한국맥도날드(유)보라매점,20220600000000.0,U,08:00.0,패스트푸드,192857.9283,444236.2008,,,,,,,,,,,,,,,,,,,
4283,3240000,3240000-104-2015-00205,20151209,,1,영업/정상,1,영업,,,,,070 72090555,425.69,134822.0,서울특별시 강동구 둔촌동 517-2,서울특별시 강동구 양재대로 1382 1~2층 (둔촌동),5372.0,한국맥도날드(유)서울둔촌DT점,20220600000000.0,U,08:00.0,패스트푸드,212072.3499,447462.2047,,,,,,,,,,,,,,,,,,,
4286,3230000,3230000-104-2015-00014,20150120,,1,영업/정상,1,영업,,,,,070 70184500,398.49,138865.0,서울특별시 송파구 잠실동 305-15 지상12층,서울특별시 송파구 도곡로 434 지상12층 (잠실동),5573.0,한국맥도날드(유) 송파 잠실DT점,20220600000000.0,U,08:00.0,패스트푸드,206739.7759,444692.4715,,,,,,,,,,,,,,,,,,,
4287,3100000,3100000-104-2014-00172,20141204,,1,영업/정상,1,영업,,,,,7070184500,455.19,139837.0,서울특별시 노원구 상계동 1022 1층 2층,서울특별시 노원구 동일로 1612 1층 2층 (상계동),1631.0,한국맥도날드(유)상계DT점,20220600000000.0,U,08:00.0,패스트푸드,204887.0277,463332.5979,,,,,,,,,,,,,,,,,,,
4290,3070000,3070000-104-2002-00085,20021108,,1,영업/정상,1,영업,,,,,02 9091705,398.53,136858.0,서울특별시 성북구 종암동 10-15,서울특별시 성북구 종암로 58 (종암동),2800.0,한국맥도날드종암SK점,20220600000000.0,U,08:00.0,패스트푸드,203113.8852,454810.9484,,,,,,,,,,,,,,,,,,,
4292,3230000,3230000-104-2001-16700,20010818,,1,영업/정상,1,영업,,,,,237028320,427.0,138861.0,서울특별시 송파구 잠실동 181-9 맥스빌딩,서울특별시 송파구 올림픽로 108 맥스빌딩 지하11층2층 (잠실동),5557.0,한국맥도날드신천점,20220600000000.0,U,08:00.0,패스트푸드,207248.4045,445470.7501,,,,,,,,,,,,,,,,,,,
4293,3150000,3150000-104-2001-09157,20010716,,1,영업/정상,1,영업,,,,,7070170576,423.96,157812.0,서울특별시 강서구 공항동 45-38 (지상 1~3층),서울특별시 강서구 공항대로 21 1~3층 (공항동),7619.0,한국맥도날드송정역점,20220600000000.0,U,08:00.0,패스트푸드,183118.2809,451070.8308,,,,,,,,,,,,,,,,,,,
4294,3100000,3100000-104-1999-06312,19990911,,1,영업/정상,1,영업,,,,,070 70170388,288.49,139860.0,서울특별시 노원구 중계동 359-14 원광빌딩 12층,서울특별시 노원구 중계로 218 원광빌딩 12층 (중계동),1714.0,한국맥도날드중계점,20220600000000.0,U,08:00.0,패스트푸드,206637.8929,460946.5185,,,,,,,,,,,,,,,,,,,
4372,3180000,3180000-104-2012-00152,20120824,,1,영업/정상,1,영업,,,,,7070184500,252.06,150876.0,서울특별시 영등포구 여의도동 23-1 IFC몰 B326호,서울특별시 영등포구 국제금융로 10 지하3층 B326호 (여의도동 IFC몰),7326.0,한국맥도날드(유)여의도점,20220700000000.0,U,05:00.0,패스트푸드,193407.4731,447036.9789,,,,,,,,,,,,,,,,,,,
4384,3170000,3170000-104-2012-00037,20120508,,1,영업/정상,1,영업,,,,,7070172448,284.15,153801.0,서울특별시 금천구 가산동 50-3 대륭포스트타워6차 103-1103-호,서울특별시 금천구 벚꽃로 298 103-1103-2119B102호 (가산동 대륭포스트타워6차),8510.0,한국맥도날드 가산디지털점,20220600000000.0,U,09:00.0,패스트푸드,189662.9592,442139.5145,,,,,,,,,,,,,,,,,,,
4464,3160000,3160000-104-2011-00105,20110812,,1,영업/정상,1,영업,,,,,070 70172423,224.79,152706.0,서울특별시 구로구 신도림동 692 디큐브시티 판매동 지하2층,서울특별시 구로구 경인로 662 판매동 지하2층 (신도림동 디큐브시티),8209.0,한국맥도날드(유) 신도림디큐브점,20220600000000.0,U,09:00.0,패스트푸드,190107.0454,445157.6264,,,,,,,,,,,,,,,,,,,
4546,3110000,3110000-104-2001-08136,20011126,,1,영업/정상,1,영업,,,,,7070184705,132.67,122906.0,서울특별시 은평구 응암동 90-1 은평이마트 3층 8층,서울특별시 은평구 은평로 111 은평이마트 38층 (응암동),3461.0,한국맥도날드 은평이마트점,20220700000000.0,U,06:00.0,패스트푸드,192882.8377,455340.5406,,,,,,,,,,,,,,,,,,,
4624,3220000,3220000-104-2016-00758,20161114,,1,영업/정상,1,영업,,,,,,432.09,135874.0,서울특별시 강남구 삼성동 113-7,서울특별시 강남구 봉은사로 432 지상1 2층 (삼성동),6153.0,한국맥도날드(유) 강남삼성DT점,20220600000000.0,U,09:00.0,패스트푸드,204117.3669,445407.4935,,,,,,,,,,,,,,,,,,,
4627,3000000,3000000-104-2013-00117,20130909,,1,영업/정상,1,영업,,,,,070 70176520,598.08,110522.0,서울특별시 종로구 명륜2가 197-1,서울특별시 종로구 창경궁로 241-1 지하1~지상3층 (명륜2가),3074.0,한국맥도날드(유) 성균관대점,20220600000000.0,U,09:00.0,패스트푸드,199829.5205,453455.2052,,,,,,,,,,,,,,,,,,,
4682,3210000,3210000-104-2013-00088,20130603,,1,영업/정상,1,영업,,,,,,300.4,137881.0,서울특별시 서초구 서초동 1674-5 하림인터내셔날 오피스텔 102호201호,서울특별시 서초구 서초대로 316 102호201호 (서초동 하림인터내셔날 오피스텔 ),6633.0,한국맥도날드(유) 서울교대점,20220600000000.0,U,02:00.0,패스트푸드,201363.295,443540.9145,,,,,,,,,,,,,,,,,,,
4719,3230000,3230000-104-2001-17121,20011231,,1,영업/정상,1,영업,,,,,7070170613,490.0,138812.0,서울특별시 송파구 가락동 193-7,서울특별시 송파구 동남로 196 (가락동),5784.0,한국맥도날드(유) 가락DT점,20220600000000.0,U,02:00.0,패스트푸드,211495.5541,443640.7272,,,,,,,,,,,,,,,,,,,
4820,3220000,3220000-104-2012-00399,20121031,,1,영업/정상,1,영업,,,,,,333.85,135880.0,서울특별시 강남구 삼성동 158-15,서울특별시 강남구 삼성로92길 29 지하1층지상12층 (삼성동),6169.0,한국맥도날드(주)삼성역점,20220600000000.0,U,03:00.0,패스트푸드,205128.1536,445124.2494,,,,,,,,,,,,,,,,,,,
4823,3220000,3220000-104-2000-21679,20000503,,1,영업/정상,1,영업,,,,,234439816,733.97,135954.0,서울특별시 강남구 청담동 87-3,서울특별시 강남구 도산대로 407 123층 (청담동),6014.0,한국맥도날드청담점,20220600000000.0,U,03:00.0,패스트푸드,203493.0852,446834.5248,,,,,,,,,,,,,,,,,,,
4870,3130000,3130000-104-2016-00342,20161019,,1,영업/정상,1,영업,,,,,,379.25,121904.0,서울특별시 마포구 상암동 1602,서울특별시 마포구 월드컵북로 400 (상암동 서울산업진흥원  1층일부),3925.0,한국맥도날드(유)서울상암DMC점,20220600000000.0,U,04:00.0,패스트푸드,190182.0673,453141.6766,,,,,,,,,,,,,,,,,,,
4952,3040000,3040000-104-2012-00043,20120423,,1,영업/정상,1,영업,,,,,7070184500,376.2,143915.0,서울특별시 광진구 화양동 212,서울특별시 광진구 광나루로 392 12층 (화양동),5009.0,맥도날드 어린이대공원점,20220600000000.0,U,05:00.0,패스트푸드,206391.4436,449449.2883,,,,,,,,,,,,,,,,,,,
5523,3170000,3170000-104-2022-00084,20220901,,1,영업/정상,1,영업,,,,,,36.0,153803.0,서울특별시 금천구 가산동 371-6 가산비지니스센터 209호,서울특별시 금천구 가산디지털1로 165 가산비지니스센터 2층 209(일부)호 (가산동),8503.0,한국맥도날드 유한회사 가산비즈니스센터점,20220900000000.0,D,05:00.0,패스트푸드,189410.7795,442005.2626,,,,,,,,,,,,,,,,,,,
6308,3000000,3000000-104-2016-00200,20161223,,1,영업/정상,1,영업,,,,,070 72091543,430.22,110840.0,서울특별시 종로구 창신동 290,서울특별시 종로구 종로 339 12층 (창신동),3104.0,한국맥도날드(유)서울동묘역점,20220600000000.0,U,07:00.0,패스트푸드,201267.2206,452320.2579,,,,,,,,,,,,,,,,,,,
6479,3000000,3000000-104-1999-10684,19990906,,1,영업/정상,1,영업,,,,,02 7429787,314.06,110123.0,서울특별시 종로구 종로3가 10 낙원빌딩,서울특별시 종로구 종로 115 낙원빌딩 1층2층 (종로3가),3139.0,한국맥도날드(유) 종로3가점,20220600000000.0,U,07:00.0,패스트푸드,199088.1049,452035.6308,,,,,,,,,,,,,,,,,,,
9099,3000000,3000000-104-1999-10323,19990330,,3,폐업,2,폐업,20100709.0,,,,02 7321147,,110121.0,서울특별시 종로구 종로1가 32번지 지상1층~지상5층 ,,,한국맥도날드 종로1가점,20100400000000.0,I,59:59.0,패스트푸드,,,패스트푸드,0.0,0.0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,203.26,,,
9245,3000000,3000000-104-1999-10697,19990909,,3,폐업,2,폐업,20160328.0,,,,02 7325021,,110122.0,서울특별시 종로구 종로2가 75-2번지 지상1~3층 ,서울특별시 종로구 종로 84 (종로2가지상1~3층),3190.0,한국맥도날드 종로2가점,20160300000000.0,I,59:59.0,패스트푸드,198764.8621,451962.3962,패스트푸드,0.0,0.0,유흥업소밀집지역,우수,상수도전용,,,,,,,,,N,303.62,,,
9411,3000000,3000000-104-2001-12119,20010724,,3,폐업,2,폐업,20120903.0,,,,02 7250416,,110062.0,서울특별시 종로구 신문로2가 12-5번지 ,서울특별시 종로구 새문안로 38 (신문로2가),3184.0,한국맥도날드 정동프라자점,20100400000000.0,I,59:59.0,패스트푸드,197258.4373,451786.4791,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,230.0,,,
9528,3000000,3000000-104-1999-10595,19990728,,3,폐업,2,폐업,20180413.0,,,,237028320,,110300.0,서울특별시 종로구 관훈동 198-42번지 지상1층 ,서울특별시 종로구 인사동5길 38 (관훈동지상1층),3149.0,한국맥도날드 관훈점,20180400000000.0,I,59:59.0,패스트푸드,198534.5492,452256.167,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,270.78,,,
10075,3000000,3000000-104-2014-00173,20141010,,3,폐업,2,폐업,20180330.0,,,,7072090584,,110062.0,서울특별시 종로구 신문로2가 89-27번지 1층 ,서울특별시 종로구 새문안로 42 1층 (신문로2가),3184.0,한국맥도날드(유) 정동점,20180300000000.0,I,59:59.0,패스트푸드,197301.1261,451816.0382,패스트푸드,,,,,,,,,,,,,,N,288.14,,,
10420,3000000,3000000-104-2014-00205,20141215,,3,폐업,2,폐업,20210914.0,,,,0707209 0603,537.18,110240.0,서울특별시 종로구 안국동 164 ,서울특별시 종로구 율곡로 45 23층 (안국동),3060.0,한국맥도날드(유) 안국역점,20210900000000.0,U,40:00.0,패스트푸드,198548.6642,452679.3141,패스트푸드,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,537.18,,,
10998,3010000,3010000-104-2002-00137,20020802,,3,폐업,2,폐업,20051021.0,,,,222662312,6.25,100300.0,서울특별시 중구 초동 18-5번지 (1층) ,,,맥도날드명보점,20020800000000.0,I,59:59.0,패스트푸드,199332.2989,451378.468,패스트푸드,0.0,0.0,,,상수도전용,,,,,,,,,N,6.25,,,
12930,3010000,3010000-104-2009-00336,20091229,,3,폐업,2,폐업,20120326.0,,,,,199.77,100170.0,서울특별시 중구 무교동 7번지 시그너스빌딩지상1층 ,,,한국맥도날드무교점,20100400000000.0,I,59:59.0,패스트푸드,198127.728,451800.7265,패스트푸드,,,,,상수도전용,,,,,,,,,N,199.77,,,
13218,3010000,3010000-104-2000-12557,20000208,,3,폐업,2,폐업,20010117.0,,,,2,330.0,100195.0,서울특별시 중구 을지로5가 40-3번지 지하2층 ,,,(주)신맥한국맥도날드M폴리스점,20010100000000.0,I,59:59.0,패스트푸드,200243.5753,451678.9077,패스트푸드,0.0,0.0,기타,을,상수도전용,,,,,,,,,N,330.0,,,
13997,3010000,3010000-104-1998-00014,19981230,,3,폐업,2,폐업,20031203.0,,,,237028320,184.83,100162.0,서울특별시 중구 봉래동2가 122-11번지 ,,,(주)신맥맥도날드서울역점,20011000000000.0,I,59:59.0,패스트푸드,197230.2061,450446.6844,패스트푸드,,,기타,자율,상수도전용,,,,,,,,,N,184.83,,,
14470,3010000,3010000-104-1999-12211,19990911,,3,폐업,2,폐업,20070123.0,,,,02 7560790,218.05,100021.0,서울특별시 중구 명동1가 59-7번지 ,,,(주)신맥 한국맥도날드 명동2호점,20060900000000.0,I,59:59.0,패스트푸드,198476.0186,451280.3484,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,218.05,,,
15040,3010000,3010000-104-1999-11878,19990413,,3,폐업,2,폐업,20070316.0,,,,02 7743805,489.29,100809.0,서울특별시 중구 명동2가 31-1번지 ,,,한국맥도날드명동1호점,20070100000000.0,I,59:59.0,패스트푸드,198619.3882,451135.7403,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,489.29,,,
17123,3010000,3010000-104-2012-00121,20120719,,1,영업/정상,1,영업,,,,,23183803,508.71,100053.0,서울특별시 중구 회현동3가 1-5번지 1층~3층 ,서울특별시 중구 퇴계로 116-1 1층~3층 (회현동3가),4631.0,맥도날드 명동2호점,20150700000000.0,I,59:59.0,패스트푸드,198570.7632,450918.4486,패스트푸드,,,,,,,,,,,,,,N,508.71,,,
18292,3020000,3020000-104-2003-00051,20031127,,1,영업/정상,1,영업,,,,,02 3628344,169.2,140821.0,서울특별시 용산구 동자동 43-205 지상1층 110호,서울특별시 용산구 청파로 378 (동자동 지상1층 110호),4301.0,한국맥도날드서울역점,20220600000000.0,U,08:00.0,패스트푸드,197373.8399,450014.5379,,,,,,,,,,,,,,,,,,,
20881,3030000,3030000-104-2008-00078,20081217,,1,영업/정상,1,영업,,,,,7070184500,289.8,133827.0,서울특별시 성동구 성수동2가 333-16 (지상3층),서울특별시 성동구 뚝섬로 379 지상3층 (성수동2가),4781.0,한국맥도날드(성수이마트점),20220600000000.0,U,03:00.0,패스트푸드,204614.2727,448607.4413,,,,,,,,,,,,,,,,,,,
21137,3030000,3030000-104-1999-06329,19991214,,1,영업/정상,1,영업,,,,,7070170469,382.94,133862.0,서울특별시 성동구 행당동 31-7,서울특별시 성동구 왕십리로 227 12층 (행당동 31-7),4764.0,한국맥도날드한양대점,20220600000000.0,U,08:00.0,패스트푸드,203635.3743,450552.5725,,,,,,,,,,,,,,,,,,,
22904,3030000,3030000-104-2001-06839,20010413,,3,폐업,2,폐업,20070327.0,,,,,74.37,133827.0,서울특별시 성동구 성수동2가 333-16번지 ,,,한국맥도날드성수이마트,20070200000000.0,I,59:59.0,패스트푸드,204614.2727,448607.4413,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,74.37,,,
23155,3030000,3030000-104-1999-06350,19991224,,3,폐업,2,폐업,20191224.0,,,,070 70170471,315.32,133070.0,서울특별시 성동구 행당동 286-3번지 58596086 ,서울특별시 성동구 왕십리로 321 (행당동58596086),4715.0,한국맥도날드왕십리점,20191200000000.0,U,40:00.0,패스트푸드,202909.9246,451098.9889,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,315.32,,,
24402,3040000,3040000-104-1999-08412,19990514,,1,영업/정상,1,영업,,,,,7070170430,158.79,143851.0,서울특별시 광진구 자양동 216-11,서울특별시 광진구 아차산로 376 (자양동),5051.0,한국맥도날드 구의역점,20220600000000.0,U,08:00.0,패스트푸드,207396.9218,448247.0275,,,,,,,,,,,,,,,,,,,
26814,3040000,3040000-104-1999-08614,19990916,,3,폐업,2,폐업,20120423.0,,,,02 4624213,,143840.0,서울특별시 광진구 군자동 361-24번지 1층2층 ,,,한국맥도날드(화양점),20100400000000.0,I,59:59.0,패스트푸드,206336.8112,449538.2983,패스트푸드,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,174.68,,,
28562,3050000,3050000-104-2013-00115,20131127,,1,영업/정상,1,영업,,,,,070 70176857,337.08,130839.0,서울특별시 동대문구 장안동 308-4번지 1~2층 ,서울특별시 동대문구 답십리로 291-1 1~2층 (장안동),2523.0,맥도날드 장안사거리점,20190600000000.0,U,40:00.0,패스트푸드,206349.0093,452251.8957,패스트푸드,,,,,,,,,,,,,,Y,337.08,,,
28779,3050000,3050000-104-2001-12491,20010226,,1,영업/정상,1,영업,,,,,222475141,297.0,130854.0,서울특별시 동대문구 전농동 295-96,서울특별시 동대문구 전농로16길 8 (전농동),2506.0,(유)한국맥도날드 전농점,20220600000000.0,U,06:00.0,패스트푸드,205033.6906,452876.4294,,,,,,,,,,,,,,,,,,,
29226,3050000,3050000-104-2014-00156,20141205,,3,폐업,2,폐업,20180330.0,,,,070 72090599,322.0,130872.0,서울특별시 동대문구 회기동 16-49번지 지하1층~지상3층 ,서울특별시 동대문구 경희대로 10 지하1~지상3층 (회기동),2453.0,한국맥도날드(유) 경희대점,20180300000000.0,I,59:59.0,패스트푸드,204582.2622,454454.2623,패스트푸드,,,,,,,,,,,,,,N,322.0,,,
30312,3050000,3050000-104-1997-11188,19970313,,3,폐업,2,폐업,20070522.0,,,,02 9627713,309.62,130851.0,서울특별시 동대문구 전농동 591-1번지 ,,,(주)신맥한국맥도날드청량리점,20000700000000.0,I,59:59.0,패스트푸드,204127.0869,453261.578,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,309.62,,,
30755,3050000,3050000-104-2011-00120,20111226,,3,폐업,2,폐업,20180430.0,,,,070 70184500,276.0,130867.0,서울특별시 동대문구 청량리동 268번지 ,서울특별시 동대문구 왕산로 205 지하1~1층 (청량리동 동광빌딩),2490.0,한국맥도날드(유) 청량리점,20180400000000.0,I,59:59.0,패스트푸드,203963.6898,453178.0812,패스트푸드,,,,,,,,,,,,,,N,276.0,,,
30895,3050000,3050000-104-2001-13061,20011217,,3,폐업,2,폐업,20070131.0,,,,,78.0,130851.0,서울특별시 동대문구 전농동 588-1번지 ,,,맥도날드청량리역점,20060900000000.0,I,59:59.0,패스트푸드,204161.6685,453096.4777,패스트푸드,0.0,0.0,유흥업소밀집지역,자율,,,,,,,,,,N,78.0,,,
31774,3060000,3060000-104-1999-08699,19990909,,1,영업/정상,1,영업,,,,,02 4386017,243.6,131861.0,서울특별시 중랑구 상봉동 130-166,서울특별시 중랑구 망우로 202 (상봉동),2120.0,한국맥도날드중랑점,20220600000000.0,U,09:00.0,패스트푸드,206597.5935,454573.2264,,,,,,,,,,,,,,,,,,,
31870,3060000,3060000-104-2000-09240,20000527,,1,영업/정상,1,영업,,,,,02  437 2903,233.58,131809.0,서울특별시 중랑구 망우동 506-1,서울특별시 중랑구 상봉로 118 (망우동 E마트),2169.0,한국맥도날드상봉이마트점,20220600000000.0,U,05:00.0,패스트푸드,208183.5589,454911.2485,,,,,,,,,,,,,,,,,,,
33812,3060000,3060000-104-2012-00075,20121217,,3,폐업,2,폐업,20180316.0,,,,070 70176484,321.86,131881.0,서울특별시 중랑구 중화동 305-42번지 ,서울특별시 중랑구 동일로 799 (중화동),2017.0,한국맥도날드(유)중화점,20180300000000.0,I,59:59.0,패스트푸드,206913.2791,455501.808,패스트푸드,,,,,,,,,,,,,,N,321.86,,,
35125,3070000,3070000-104-1999-09711,19990911,,1,영업/정상,1,영업,,,,,261913500,394.9,136031.0,서울특별시 성북구 동소문동1가 32-3,서울특별시 성북구 동소문로 13 (동소문동1가),2833.0,한국맥도날드(유)삼선점,20220600000000.0,U,08:00.0,패스트푸드,200592.566,454121.5222,,,,,,,,,,,,,,,,,,,
