,cate_nm,entrp_nm,load_addr,city_do_cd,city_gn_gu_cd,xpos_lo,ypos_la,area_nm,homepage_url,tel_no,base_ymd
2698,오락실,노리터,서울특별시 광진구 자양로18길 32  1층 (구의동),11.0,11215.0,127.085296,37.537742,서울,,,2020-12-31
2699,오락실,뉴스타게임장,서울특별시 구로구 개봉로 21  2층 (개봉동),11.0,11530.0,126.856003,37.487547,서울,,,2020-12-31
2700,오락실,OK게임랜드,서울특별시 구로구 개봉로 57 (개봉동 지하1층 (개봉2동)),11.0,11530.0,126.855762,37.490761,서울,,,2020-12-31
2701,오락실,골프챔프,서울특별시 구로구 개봉로17길 8 (개봉동 2층),11.0,11530.0,126.855419,37.491749,서울,,,2020-12-31
2702,볼링장,길거리 돔 볼링장,서울특별시 구로구 경인로 397,11.0,11530.0,126.863855,37.497696,서울,_,02-2688-1531,2020-12-31
2703,오락실,구일게임랜드,서울특별시 구로구 구로동로 159  2층 (구로동),11.0,11530.0,126.8832,37.492718,서울,,,2020-12-31
2704,오락실,썬누리게임랜드,서울특별시 구로구 구로동로26길 107  2층 (구로동),11.0,11530.0,126.890135,37.490215,서울,,,2020-12-31
2705,볼링장,MK볼링센터 구로점,서울특별시 구로구 구로중앙로 134 신구로자이 나인스에비뉴,11.0,11530.0,126.883999,37.499807,서울,"http://mkbowling.co.kr/bowling/, http://www.mkbowling.co.kr/bowling/",1800-0925,2020-12-31
2706,오락실,Fun it Licensed by Sega,서울특별시 구로구 구로중앙로 152 (구로동 애경백화점 5층),11.0,11530.0,126.882769,37.501129,서울,,,2020-12-31
2707,오락실,더킹 게임월드,서울특별시 구로구 남부순환로105길 54  2층 (가리봉동),11.0,11530.0,126.889691,37.479732,서울,,,2020-12-31
2708,볼링장,앵커스 볼링라운지,서울특별시 구로구 디지털로31길 12 태평양물산빌딩 지하1층,11.0,11530.0,126.895094,37.485171,서울,"https://anchorsbowling.modoo.at, http://www.facebook.com/anchorsbowling/, http://www.instagram.com/anchors_bowling",02-866-8081,2020-12-31
2709,오락실,플레이 스퀘어 한신,서울특별시 구로구 디지털로31길 120 (구로동  한신휴플러스아파트),11.0,11530.0,126.890682,37.488391,서울,,,2020-12-31
2710,볼링장,더블루볼링장,서울특별시 구로구 디지털로32나길 38 서림빌딩 지하2층,11.0,11530.0,126.901187,37.484525,서울,_,02-865-4925,2020-12-31
2711,VR테마파크,레노버 VR매직파크,서울특별시 구로구 새말로 97,11.0,11530.0,126.890269,37.50712,서울,http://www.vrmagicpark.kr/,070-4252-3148,2020-12-31
2712,오락실,퍼니앤조이,서울특별시 구로구 새말로 97  12호 (구로동 신도림테크노마트 11층),11.0,11530.0,126.890269,37.50712,서울,,,2020-12-31
2713,VR테마파크,드래곤플라이,서울특별시 구로구 새말로 97 1층,11.0,11530.0,126.890269,37.50712,서울,,,2020-12-31
2714,오락실,캐치캐치,서울특별시 금천구 가산디지털1로 168  A동 103호 (가산동  우림라이온스밸리),11.0,11545.0,126.883448,37.479069,서울,,,2020-12-31
2715,오락실,구운몽게임랜드,서울특별시 금천구 가산로 134  지상2층 (가산동),11.0,11545.0,126.891793,37.477481,서울,,,2020-12-31
2716,오락실,대박게임랜드,서울특별시 금천구 가산로 148  지상3층 (가산동),11.0,11545.0,126.890872,37.478562,서울,,,2020-12-31
2717,오락실,유일게임랜드,서울특별시 금천구 가산로 152  지층 (가산동),11.0,11545.0,126.890609,37.478821,서울,,,2020-12-31
2718,오락실,천왕게임랜드,서울특별시 금천구 가산로 34  2층 (독산동),11.0,11545.0,126.899217,37.471585,서울,,,2020-12-31
2719,볼링장,그랜드스포츠볼링센타,서울특별시 금천구 가산로9길 9,11.0,11545.0,126.891394,37.476964,서울,_,02-862-8516,2020-12-31
2720,오락실,바다게임장,서울특별시 금천구 남부순환로 1428  지오프라자 302 303호 (독산동),11.0,11545.0,126.909453,37.480583,서울,,,2020-12-31
2721,오락실,푸시킹,서울특별시 금천구 남부순환로112길 42  지상1층 (가산동),11.0,11545.0,126.893613,37.477498,서울,,,2020-12-31
2722,오락실,삼거리게임랜드,서울특별시 금천구 독산로 267  신일산업 지하1층 (독산동),11.0,11545.0,126.902668,37.470626,서울,,,2020-12-31
2723,오락실,대박게임장,서울특별시 금천구 독산로 344  흥일빌딩 3층 (독산동),11.0,11545.0,126.903892,37.477395,서울,,,2020-12-31
2724,볼링장,G2 Zone 볼링장,서울특별시 금천구 벚꽃로 266 마리오아울렛3관 11F,11.0,11545.0,126.885074,37.478472,서울,_,02-2067-2323,2020-12-31
2725,오락실,대성모터스,서울특별시 금천구 서부샛길 606  지하1층 비121호호 (가산동  대성디폴리스지식산업센터),11.0,11545.0,126.877046,37.479991,서울,,,2020-12-31
2726,오락실,오락카페 홈플러스시흥점,서울특별시 금천구 시흥대로 201  2층 XEY7호 (시흥동  삼성홈플러스),11.0,11545.0,126.900794,37.451921,서울,,,2020-12-31
2727,오락실,따봉성인게임랜드,서울특별시 금천구 시흥대로 231  지하1층 (시흥동),11.0,11545.0,126.900296,37.454295,서울,,,2020-12-31
2728,볼링장,위너스볼링장,서울특별시 금천구 시흥대로 296,11.0,11545.0,126.89922,37.459827,서울,_,02-891-2747,2020-12-31
2729,오락실,캐치캐치,서울특별시 금천구 시흥대로 399  1층 109호 (독산동  시티렉스),11.0,11545.0,126.897079,37.469403,서울,,,2020-12-31
2730,오락실,게임랜드,서울특별시 금천구 시흥대로 399 (독산동 시티렉스 603호(전체금연)),11.0,11545.0,126.897079,37.469403,서울,,,2020-12-31
2731,볼링장,아미고볼링,서울특별시 금천구 시흥대로 399 지하1층,11.0,11545.0,126.897079,37.469403,서울,_,010-2027-7504,2020-12-31
2732,볼링장,크로바볼링장,서울특별시 금천구 시흥대로 440,11.0,11545.0,126.898904,37.472907,서울,_,02-855-0080,2020-12-31
2733,오락실,차차 오락실,서울특별시 노원구 공릉로 114  1층 (공릉동),11.0,11350.0,127.078134,37.620384,서울,,,2020-12-31
2734,오락실,J크레인,서울특별시 노원구 공릉로 153  1호 (공릉동),11.0,11350.0,127.079383,37.623817,서울,,,2020-12-31
2735,볼링장,더블랙볼링장,서울특별시 노원구 노해로 507 와우쇼핑몰 지하1층,11.0,11350.0,127.063931,37.65543,서울,"http://www.instagram.com/theblack0925, http://theblackbowling.itrocks.kr/, https://blog.naver.com/kjh910203/",02-931-0925,2020-12-31
2736,오락실,게임 아레나,서울특별시 노원구 노해로79길 6-19  4층 (상계동),11.0,11350.0,127.062457,37.6555,서울,,,2020-12-31
2737,VR테마파크,캠프VR 노원점,서울특별시 노원구 노해로81길 16 B1,11.0,11350.0,127.062863,37.655647,서울,"https://www.campvr.co.kr/, https://blog.naver.com/campvr, https://www.instagram.com/camp__vr/https://www.facebook.com/campvr/?ref=bookmar",070-8896-0575,2020-12-31
2738,오락실,세븐게임랜드,서울특별시 노원구 노해로85길 10-55  소담빌 지층 02호 (상계동),11.0,11350.0,127.066106,37.656393,서울,,,2020-12-31
2739,오락실,세븐게임랜드,서울특별시 노원구 노해로85길 10-55  소담빌 지하1층 (상계동),11.0,11350.0,127.066106,37.656393,서울,,,2020-12-31
2740,오락실,아케이드 코리아,서울특별시 노원구 동일로 1414  10층 (상계동),11.0,11350.0,127.061857,37.655432,서울,,,2020-12-31
2741,오락실,Fun Zone(펀존),서울특별시 노원구 동일로 1660  3층 (상계동),11.0,11350.0,127.055673,37.676574,서울,,,2020-12-31
2742,볼링장,공릉볼링센터,서울특별시 노원구 동일로180길 14,11.0,11350.0,127.075317,37.621911,서울,_,02-948-8877,2020-12-31
2743,볼링장,그린라이트 감성펍 볼링장,서울특별시 노원구 상계로 55,11.0,11350.0,127.061169,37.656057,서울,http://www.greenlightbowling.co.kr/,02-933-1277,2020-12-31
2744,오락실,갖고파trading,서울특별시 노원구 상계로 55  108호 (상계동  위성프라자),11.0,11350.0,127.061169,37.656057,서울,,,2020-12-31
2745,볼링장,그린라이트 볼링장,서울특별시 노원구 상계로 55 위성프라자,11.0,11350.0,127.061169,37.656057,서울,http://www.greenlightbowling.co.kr/,070-8839-8487,2020-12-31
2746,오락실,못된강아지,서울특별시 노원구 상계로 63-7  102호 (상계동  청우빌딩),11.0,11350.0,127.061889,37.656522,서울,,,2020-12-31
2747,오락실,동아게임장,서울특별시 노원구 상계로 69  한스헤어 (상계동),11.0,11350.0,127.062682,37.656492,서울,,,2020-12-31
2748,오락실,달샵,서울특별시 노원구 상계로3길 21  1층 2호 (상계동  화일빌딩),11.0,11350.0,127.062288,37.657228,서울,,,2020-12-31
2749,오락실,골드건,서울특별시 노원구 상계로3길 9  1층 106호 (상계동  성광빌딩),11.0,11350.0,127.062226,37.656696,서울,,,2020-12-31
2750,오락실,동아게임장,서울특별시 노원구 석계로 95  1층 3호 (월계동  성북빌딩),11.0,11350.0,127.061167,37.622926,서울,,,2020-12-31
2751,오락실,놀이터쪼인,서울특별시 노원구 석계로3길 11  1층 (월계동),11.0,11350.0,127.063942,37.615749,서울,,,2020-12-31
2752,오락실,못된강아지,서울특별시 노원구 석계로3길 18  1층 (월계동),11.0,11350.0,127.063814,37.616009,서울,,,2020-12-31
2753,볼링장,건영옴니볼링센터,서울특별시 노원구 섬밭로 258 건영백화점,11.0,11350.0,127.064761,37.638939,서울,_,02-3399-5351~2,2020-12-31
2754,볼링장,건영볼링장,서울특별시 노원구 섬밭로 258 건영백화점,11.0,11350.0,127.064761,37.638939,서울,_,02-3399-5352,2020-12-31
2755,오락실,쉬는시간,서울특별시 노원구 한글비석로 233  새롬스타빌 (중계동),11.0,11350.0,127.076359,37.648491,서울,,,2020-12-31
2756,오락실,샤니게임랜드,서울특별시 노원구 한글비석로23길 2  2층 우측호 (상계동),11.0,11350.0,127.071232,37.660723,서울,,,2020-12-31
2757,볼링장,블랙홀볼링 센터,서울특별시 노원구 화랑로 325 4층 우현빌딩,11.0,11350.0,127.064042,37.614966,서울,https://bhbc.modoo.at/,02-909-1688,2020-12-31
2758,볼링장,마이볼링,서울특별시 노원구 화랑로 419-7 에스에스빌딩,11.0,11350.0,127.073795,37.617656,서울,"http://www.mybowling.co.kr/, http://blog.naver.com/emybowling",02-977-0434~6,2020-12-31
2759,오락실,행복게임랜드,서울특별시 노원구 화랑로43길 2-4  3층 (월계동  신궁전빌딩),11.0,11350.0,127.063356,37.614609,서울,,,2020-12-31
2760,오락실,골드게임랜드,서울특별시 노원구 화랑로43길 2-4  신궁전빌딩 4층 (월계동),11.0,11350.0,127.063356,37.614609,서울,,,2020-12-31
2761,오락실,창동게임랜드,서울특별시 도봉구 노해로65길 11 (창동),11.0,11320.0,127.046196,37.651819,서울,,,2020-12-31
2762,오락실,동창 게임랜드,서울특별시 도봉구 노해로65길 17 (창동 지하 1층 2호),11.0,11320.0,127.046102,37.652071,서울,,,2020-12-31
2763,오락실,도깨비게임랜드,서울특별시 도봉구 노해로65길 18 (창동  지층),11.0,11320.0,127.046474,37.652191,서울,,,2020-12-31
2764,오락실,대박게임랜드,서울특별시 도봉구 노해로69길 15-15  2층 203호 (창동),11.0,11320.0,127.050024,37.652832,서울,,,2020-12-31
2765,오락실,창동게임랜드,서울특별시 도봉구 노해로69길 15-15 (창동 점보빌딩 지하1층),11.0,11320.0,127.050024,37.652832,서울,,,2020-12-31
2766,오락실,창동게임랜드,서울특별시 도봉구 노해로69길 15-15 (창동 지하 1층 1~6호  13~22호),11.0,11320.0,127.050024,37.652832,서울,,,2020-12-31
2767,오락실,팬텀게임랜드,서울특별시 도봉구 노해로69길 15-15 (창동),11.0,11320.0,127.050024,37.652832,서울,,,2020-12-31
2768,오락실,뉴 - 월드 게임장,서울특별시 도봉구 노해로69길 21-11 (창동 2층 202호  203호),11.0,11320.0,127.050077,37.653121,서울,,,2020-12-31
2769,오락실,뉴-월드 게임장,서울특별시 도봉구 노해로69길 21-11 (창동 2층),11.0,11320.0,127.050077,37.653121,서울,,,2020-12-31
2770,오락실,신창게임장,서울특별시 도봉구 덕릉로 223 (창동),11.0,11320.0,127.03734,37.638151,서울,,,2020-12-31
2771,오락실,방가 게임장,서울특별시 도봉구 덕릉로 229 (창동 지층),11.0,11320.0,127.037708,37.638622,서울,,,2020-12-31
2772,오락실,쿨 게임방,서울특별시 도봉구 덕릉로58길 15 (창동 지층),11.0,11320.0,127.039192,37.638598,서울,,,2020-12-31
2773,오락실,학마을 게임랜드,서울특별시 도봉구 도당로 107 (방학동 2층),11.0,11320.0,127.038343,37.666685,서울,,,2020-12-31
2774,오락실,학마을랜드,서울특별시 도봉구 도당로 107 (방학동 지하),11.0,11320.0,127.038343,37.666685,서울,,,2020-12-31
2775,볼링장,트윈스볼링장,서울특별시 도봉구 도당로 6,11.0,11320.0,127.035363,37.658714,서울,_,02-902-8080,2020-12-31
2776,볼링장,도깨비볼링장,서울특별시 도봉구 도당로 75,11.0,11320.0,127.035305,37.664994,서울,_,02-3492-9473~4,2020-12-31
2777,오락실,월드 게임랜드,서울특별시 도봉구 도당로 89 (방학동 지층),11.0,11320.0,127.036815,37.665628,서울,,,2020-12-31
2778,오락실,굿타임,서울특별시 도봉구 도당로 97  1층 (방학동),11.0,11320.0,127.037456,37.666038,서울,,,2020-12-31
2779,오락실,게임마트,서울특별시 도봉구 도봉로 451 (쌍문동 2층),11.0,11320.0,127.032962,37.64635,서울,,,2020-12-31
2780,오락실,황금바다 게임랜드,서울특별시 도봉구 도봉로 460 (창동  3층),11.0,11320.0,127.033955,37.646701,서울,,,2020-12-31
2781,오락실,대박게임장,서울특별시 도봉구 도봉로 462 (창동 태영빌딩 3층),11.0,11320.0,127.034089,37.64681,서울,,,2020-12-31
2782,볼링장,미화볼링장,서울특별시 도봉구 도봉로 578,11.0,11320.0,127.039724,37.656308,서울,_,02-903-1441~2,2020-12-31
2783,오락실,드림 게임랜드,서울특별시 도봉구 도봉로 585 (쌍문동 2층),11.0,11320.0,127.039394,37.657233,서울,,,2020-12-31
2784,오락실,드림 게임랜드,서울특별시 도봉구 도봉로 713 (방학동 2층),11.0,11320.0,127.04304,37.66812,서울,,,2020-12-31
2785,오락실,백운,서울특별시 도봉구 도봉로110길 12 (창동 2층),11.0,11320.0,127.034155,37.646108,서울,,,2020-12-31
2786,볼링장,쌍문나이스락볼링센터,서울특별시 도봉구 도봉로114길 22-8 지하1층,11.0,11320.0,127.035129,37.647044,서울,_,02-902-9000,2020-12-31
2787,오락실,게임박스,서울특별시 도봉구 도봉로150길 31  1층 (방학동  ESA 아파트),11.0,11320.0,127.044877,37.666315,서울,,,2020-12-31
2788,오락실,도봉게임장,서울특별시 도봉구 마들로 727-1 (도봉동 지층),11.0,11320.0,127.047257,37.675164,서울,,,2020-12-31
2789,오락실,보스게임랜드,서울특별시 도봉구 마들로11가길 16  KING 프라자 4층 (창동),11.0,11320.0,127.048985,37.652571,서울,,,2020-12-31
2790,오락실,휘버게임장,서울특별시 도봉구 마들로11길 57 (창동  EQ빌딩 지하 1층),11.0,11320.0,127.050163,37.653518,서울,,,2020-12-31
2791,오락실,임하윤,서울특별시 도봉구 마들로11길 65 (창동 지층),11.0,11320.0,127.049677,37.653424,서울,,,2020-12-31
2792,오락실,퍼팩트게임랜드,서울특별시 도봉구 방학로 106  2층 (방학동),11.0,11320.0,127.040485,37.663198,서울,,,2020-12-31
2793,오락실,은성게임랜드,서울특별시 도봉구 방학로 106  스마트빌딩 3층 (방학동),11.0,11320.0,127.040485,37.663198,서울,,,2020-12-31
2794,볼링장,한영볼링센타,서울특별시 도봉구 해등로 125,11.0,11320.0,127.040491,37.654782,서울,_,02-990-7992,2020-12-31
2795,오락실,미화게임랜드,서울특별시 도봉구 해등로16길 12 (창동),11.0,11320.0,127.040729,37.655703,서울,,,2020-12-31
2796,볼링장,볼케이노볼링장,서울특별시 동대문구 고산자로 420,11.0,11230.0,127.038635,37.577152,서울,_,_,2020-12-31
2797,오락실,게임파크(Game-park),서울특별시 동대문구 답십리로 288  11층 (장안동  바우하우스),11.0,11230.0,127.072392,37.571917,서울,,,2020-12-31
2798,오락실,게임월드,서울특별시 동대문구 답십리로 9 (전농동 지상1층),11.0,11230.0,127.043406,37.57857,서울,,,2020-12-31
2799,볼링장,우창볼링센터,서울특별시 동대문구 망우로 123,11.0,11230.0,127.066598,37.591721,서울,_,02-2249-9222,2020-12-31
2800,오락실,휘경,서울특별시 동대문구 망우로12가길 33 (휘경동),11.0,11230.0,127.060947,37.589081,서울,,,2020-12-31
2801,오락실,프리마게임랜드,서울특별시 동대문구 사가정로 231  3층 (장안동),11.0,11230.0,127.070686,37.578968,서울,,,2020-12-31
2802,오락실,놀러와,서울특별시 동대문구 사가정로13길 3  1층 (전농동),11.0,11230.0,127.057948,37.578128,서울,,,2020-12-31
2803,볼링장,삐에로볼링 라운지,서울특별시 동대문구 서울시립대로 36 지하1층,11.0,11230.0,127.046921,37.574579,서울,_,02-3394-9018,2020-12-31
2804,오락실,게임존,서울특별시 동대문구 왕산로 214 (전농동  청량리역 롯데백화점),11.0,11230.0,127.048204,37.580555,서울,,,2020-12-31
2805,볼링장,경남볼링장,서울특별시 동대문구 장한로 110 경남관광호텔,11.0,11230.0,127.070862,37.570238,서울,_,02-2242-9493,2020-12-31
2806,오락실,짱오락실,서울특별시 동대문구 장한로24길 30-2 (장안동),11.0,11230.0,127.072446,37.570295,서울,,,2020-12-31
2807,볼링장,퍼펙트볼링센터,서울특별시 동대문구 장한로2길 33 지하1층,11.0,11230.0,127.067225,37.562307,서울,_,02-3394-5822,2020-12-31
2808,오락실,명품게임랜드,서울특별시 동대문구 천호대로 153  3층 (용두동),11.0,11230.0,127.040491,37.57368,서울,,,2020-12-31
2809,오락실,대박게임장,서울특별시 동대문구 천호대로 267  지하1층 (답십리동),11.0,11230.0,127.051542,37.568165,서울,,,2020-12-31
2810,볼링장,스타볼링센터,서울특별시 동대문구 천호대로 405,11.0,11230.0,127.064184,37.562022,서울,_,2245-4975,2020-12-31
2811,볼링장,동보볼링센타,서울특별시 동대문구 천호대로 405 동보빌딩,11.0,11230.0,127.064184,37.562022,서울,_,02-2245-4975,2020-12-31
2812,오락실,전곡게임랜드,서울특별시 동대문구 한천로 184  2층 (장안동),11.0,11230.0,127.068216,37.577299,서울,,,2020-12-31
2813,오락실,1박2일게임랜드,서울특별시 동대문구 한천로 86  3층 (장안동),11.0,11230.0,127.064152,37.569113,서울,,,2020-12-31
2814,오락실,한성게임장,서울특별시 동대문구 한천로46길 17 (휘경동 (1층)),11.0,11230.0,127.069468,37.582229,서울,,,2020-12-31
2815,볼링장,보스턴볼링,서울특별시 동대문구 회기로28길 8,11.0,11230.0,127.055948,37.589465,서울,_,02-962-9966,2020-12-31
2816,오락실,나노게임파크,서울특별시 동작구 노량진로 178  1층 (노량진동),11.0,11590.0,126.945704,37.513421,서울,,,2020-12-31
2817,오락실,GOGO SHOP,서울특별시 동작구 노량진로16길 14  1층 (노량진동),11.0,11590.0,126.943629,37.512979,서울,,,2020-12-31
2818,오락실,모펀청소년게임센터,서울특별시 동작구 동작대로 37  3층 (사당동),11.0,11590.0,126.981395,37.479819,서울,,,2020-12-31
2819,오락실,sWitch 오락실,서울특별시 동작구 동작대로 89  7층 705호 (사당동  골든시네마타워),11.0,11590.0,126.981647,37.484642,서울,,,2020-12-31
2820,오락실,sWitch 오락실,서울특별시 동작구 동작대로25길 9-8  1층 (사당동),11.0,11590.0,126.981402,37.486027,서울,,,2020-12-31
2821,오락실,게임빌리지(GAME VILLAGE),서울특별시 동작구 동작대로27가길 12  1층 (사당동),11.0,11590.0,126.980957,37.487114,서울,,,2020-12-31
2822,오락실,J게임랜드,서울특별시 동작구 동작대로27가길 14  1층 (사당동),11.0,11590.0,126.981061,37.486935,서울,,,2020-12-31
2823,오락실,CRANE WORLD,서울특별시 동작구 동작대로27길 20  1층 (사당동),11.0,11590.0,126.980893,37.487645,서울,,,2020-12-31
2824,오락실,지투존,서울특별시 동작구 동작대로27길 5  1층 (사당동  로얄골프잭팟),11.0,11590.0,126.981485,37.487362,서울,,,2020-12-31
2825,오락실,패밀리 게임장,서울특별시 동작구 등용로14길 78  1층 (노량진동),11.0,11590.0,126.935807,37.51254,서울,,,2020-12-31
2826,VR테마파크,매트릭스VR,서울특별시 동작구 만양로 94,11.0,11590.0,126.94446,37.511761,서울,,02-811-1253,2020-12-31
2827,오락실,어뮤즈타운,서울특별시 동작구 만양로14가길 26 (노량진동 지상1 2층),11.0,11590.0,126.944978,37.512766,서울,,,2020-12-31
2828,오락실,트리플엑스 노량진점,서울특별시 동작구 만양로14가길 32 (노량진동 지하1층),11.0,11590.0,126.944851,37.512954,서울,,,2020-12-31
2829,오락실,정인오락실,서울특별시 동작구 만양로18길 14 (노량진동 1층),11.0,11590.0,126.945008,37.513037,서울,,,2020-12-31
2830,볼링장,보라매볼링장,서울특별시 동작구 보라매로5가길 16,11.0,11590.0,126.924066,37.491268,서울,_,02-834-5545,2020-12-31
2831,오락실,우주오락실,서울특별시 동작구 사당로23길 130 (사당동 지하1층),11.0,11590.0,126.97273,37.488421,서울,,,2020-12-31
2832,오락실,지팀장#,서울특별시 동작구 사당로29가길 46 (사당동),11.0,11590.0,126.979952,37.487006,서울,,,2020-12-31
2833,볼링장,성대볼링센타,서울특별시 동작구 상도로 102 성대시장 3층,11.0,11590.0,126.931756,37.499943,서울,_,02-822-5900,2020-12-31
2834,오락실,퀸 오락실,서울특별시 동작구 상도로 177 (상도동),11.0,11590.0,126.938283,37.504651,서울,,,2020-12-31
2835,오락실,게임랜드,서울특별시 동작구 상도로 84 (대방동 지하1층),11.0,11590.0,126.930021,37.49953,서울,,,2020-12-31
2836,볼링장,한숲볼링센타,서울특별시 동작구 여의대방로44길 10 대림아파트,11.0,11590.0,126.924424,37.507292,서울,http://www.한숲볼링장.kr/,02-812-9505,2020-12-31
2837,오락실,리얼엔젤플러스(주)블루스톤 스포츠 내 게임장,서울특별시 동작구 현충로 131 (흑석동  블루스톤스포츠),11.0,11590.0,126.968168,37.506871,서울,,,2020-12-31
2838,오락실,게임샷,서울특별시 동작구 흑석로11길 3 (흑석동 2층),11.0,11590.0,126.960362,37.507821,서울,,,2020-12-31
2839,오락실,꿀잼#,서울특별시 마포구 백범로 74  1층 (신수동),11.0,11440.0,126.939844,37.548627,서울,,,2020-12-31
2840,볼링장,W락볼링장,서울특별시 마포구 양화로 104 지하1층,11.0,11440.0,126.919049,37.552925,서울,_,02-336-0928,2020-12-31
2841,VR테마파크,VRIZ 홍대점,서울특별시 마포구 양화로 136 지하 2층,11.0,11440.0,126.921591,37.554841,서울,"http://vrizpc.com/, http://vriz02.modoo.at/, http://www.facebook.com/vriz01",070-4771-6881,2020-12-31
2842,VR테마파크,히트VR,서울특별시 마포구 양화로 141 L7 롯데호텔 2층,11.0,11440.0,126.921668,37.55576,서울,,070-8893-2226,2020-12-31
2843,VR테마파크,VR 라이브,서울특별시 마포구 양화로 156 2층 215호,11.0,11440.0,126.923452,37.556038,서울,"http://www.vrlive.info/, https://blog.naver.com/vrlive, https://www.instagram.com/vrlive_etribe/https://www.facebook.com/VRLIVEetribe/?modal",070-4115-0099,2020-12-31
2844,볼링장,홍대볼링장,서울특별시 마포구 양화로 156 308호,11.0,11440.0,126.923452,37.556038,서울,_,02-3144-0939,2020-12-31
2845,오락실,놀러와 오락실,서울특별시 마포구 어울마당로 55-1  2층 (서교동),11.0,11440.0,126.920855,37.55013,서울,,,2020-12-31
2846,VR테마파크,VR스퀘어 홍대점,서울특별시 마포구 어울마당로 68 3~7층,11.0,11440.0,126.921486,37.551109,서울,"http://vrsquare.kr, http://www.facebook.com/SkonecSquare, http://www.instagram.com/vr_squarehttps://blog.naver.com/vr_square",070-5173-1435,2020-12-31
2847,볼링장,태화볼링장,서울특별시 마포구 와우산로 111,11.0,11440.0,126.925741,37.553473,서울,http://www.taehwa.garamcs.com/,02-3142-3347,2020-12-31
2848,VR테마파크,더메이즈VR,서울특별시 마포구 와우산로17길 10,11.0,11440.0,126.922482,37.550325,서울,http://www.themazevr.co.kr/,02-6359-0015,2020-12-31
2849,VR테마파크,서울이스케이프룸 홍대2호점,서울특별시 마포구 와우산로17길 11 코스모스빌딩 3층,11.0,11440.0,126.922395,37.55009,서울,http://seoul-escape.com/,02-333-6502,2020-12-31
2850,오락실,홍대 아키바,서울특별시 마포구 와우산로17길 19-5  1층 (서교동),11.0,11440.0,126.921865,37.549959,서울,,,2020-12-31
2851,오락실,재미삼아,서울특별시 마포구 와우산로19길 18  1층 (서교동),11.0,11440.0,126.922014,37.55142,서울,,,2020-12-31
2852,VR테마파크,고양이멀티카페 마오,서울특별시 마포구 와우산로21길 36-10 3 4층,11.0,11440.0,126.922117,37.552854,서울,"http://m.facebook.com/MAO-CAFE-STORE-306160170041994/, http://instagram.com/mao_cafe_hongdae, https://m.blog.naver.com/PostList.nhn?blogId=sjo05049",02-336-2242,2020-12-31
2853,VR테마파크,브이알카페스포츠,서울특별시 마포구 와우산로29라길 11,11.0,11440.0,126.927199,37.555198,서울,"http://vrcarver.com/, https://chieflmh.modoo.at/",02-336-1303,2020-12-31
2854,VR테마파크,KLIVE X VR PARK,서울특별시 마포구 월드컵북로 396 디지털파빌리온 4층,11.0,11440.0,126.889853,37.579487,서울,"http://www.klive.co.kr/, https://www.facebook.com/VR-PARK-%EC%83%81%EC%95%94%EC%A",02-307-9156,2020-12-31
2855,VR테마파크,VR아케이드,서울특별시 마포구 홍익로3길 20 지하2층 트릭아이뮤지엄 옆,11.0,11440.0,126.9217,37.553526,서울,,02-3144-6400,2020-12-31
2856,오락실,몽키샵,서울특별시 서대문구 거북골로 21  1층 (남가좌동),11.0,11410.0,126.924985,37.580109,서울,,,2020-12-31
2857,오락실,우리동네 오락실 5樂 GAME STATION,서울특별시 서대문구 거북골로 21-5 (홍은동),11.0,11410.0,126.925235,37.580094,서울,,,2020-12-31
2858,오락실,못된 강아지,서울특별시 서대문구 거북골로 5 (홍은동),11.0,11410.0,126.926534,37.581061,서울,,,2020-12-31
2859,오락실,신촌 오락실,서울특별시 서대문구 명물길 40  1층 (창천동),11.0,11410.0,126.938914,37.558358,서울,,,2020-12-31
2860,VR테마파크,브라이트 신촌점,서울특별시 서대문구 명물길 62 오시리스타워 2-3층,11.0,11410.0,126.939676,37.558861,서울,"http://www.vright.com/, https://vrightsc.modoo.at",02-313-2255,2020-12-31
2861,볼링장,충암볼링장,서울특별시 서대문구 명지대길 103,11.0,11410.0,126.922871,37.584622,서울,_,02-6338-0753,2020-12-31
2862,볼링장,뉴원일볼링센터,서울특별시 서대문구 수색로 48 대화빌딩,11.0,11410.0,126.913612,37.570409,서울,_,02-304-5321,2020-12-31
2863,볼링장,스카이락볼링장,서울특별시 서대문구 신촌로 73 케이스퀘어 8층,11.0,11410.0,126.93454,37.55631,서울,_,02-332-8889,2020-12-31
2864,볼링장,타겟볼링,서울특별시 서대문구 신촌역로 10 혜우빌딩,11.0,11410.0,126.943158,37.557567,서울,_,02-392-3550,2020-12-31
2865,오락실,슈퍼게임장,서울특별시 서대문구 연세로 35 (창천동 지층),11.0,11410.0,126.936724,37.558735,서울,,,2020-12-31
2866,VR테마파크,캠프VR 신촌점,서울특별시 서대문구 연세로 36,11.0,11410.0,126.93721,37.558776,서울,"https://www.campvr.co.kr/, https://blog.naver.com/campvr, https://www.instagram.com/camp__vr/, https://www.facebook.com/campvr/?ref=bookmarks",070-4278-6558,2020-12-31
2867,오락실,골드게임파크,서울특별시 서대문구 연희로 14  지층 (창천동  삼성빌딩),11.0,11410.0,126.926869,37.560088,서울,,,2020-12-31
2868,오락실,북가좌 놀이터 손맛,서울특별시 서대문구 응암로 102-11  1층 (북가좌동),11.0,11410.0,126.913417,37.581517,서울,,,2020-12-31
