,SI_DO,GU,DONG_CODE,DONG,SUBWAY_NUM,STARBUCKS_NUM,SPORT_NUM,SAFE_DLVR_NUM,POLICE_NUM,PHARM_NUM,NOISE_VIBRATION_NUM,MID_SCH_NUM,MC_NUM,LEISURE_NUM,KINDER_NUM,KIDS_NUM,HOSPITAL_NUM,HIGH_SCH_NUM,GYM_NUM,GOLF_NUM,FIRE_NUM,ELE_SCH_NUM,DPTM_NUM,CON_NUM,CHILD_MED_NUM,CCTV_NUM,CAR_SHR_NUM,CAFE_NUM,BUS_NUM,BIKE_NUM,ANI_HSPT_NUM,ACADEMY_NUM,STD_DAY
19,서울특별시,종로구,1111012000,신문로1가,0,1,0,0,1,5,2016,0,0,0,0,0,20,0,2,0,0,0,0,4,0,3,0,11,5,2,0,1,2022-10-28
20,서울특별시,종로구,1111012100,신문로2가,0,1,0,0,0,0,2016,0,0,0,10,0,4,0,2,0,0,0,0,0,0,6,1,8,0,3,0,1,2022-10-28
21,서울특별시,종로구,1111013900,팔판동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2022-10-28
22,서울특별시,종로구,1111014000,삼청동,0,1,1,0,0,0,2016,0,0,0,10,0,0,0,2,0,0,0,0,0,0,14,0,19,3,3,0,1,2022-10-28
23,서울특별시,종로구,1111014100,안국동,1,0,0,0,0,1,2016,0,0,0,0,0,5,1,0,0,0,0,0,0,1,4,1,12,3,2,0,0,2022-10-28
24,서울특별시,종로구,1111014200,소격동,0,0,0,0,1,1,2016,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,1,1,0,0,2022-10-28
25,서울특별시,종로구,1111014300,화동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,2022-10-28
26,서울특별시,종로구,1111014400,사간동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,1,2022-10-28
27,서울특별시,종로구,1111014500,송현동,0,0,0,0,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022-10-28
28,서울특별시,종로구,1111018400,부암동,0,0,0,0,0,0,2016,0,0,0,0,0,2,0,1,0,0,0,0,2,2,15,2,13,5,2,0,5,2022-10-28
29,서울특별시,종로구,1111018500,홍지동,0,0,0,0,1,0,2016,1,0,0,0,0,1,1,0,0,0,2,0,6,1,7,1,10,10,1,2,1,2022-10-28
30,서울특별시,종로구,1111018600,신영동,0,0,0,0,0,1,2016,0,0,0,0,0,1,0,1,2,1,2,0,0,2,19,2,7,3,2,1,18,2022-10-28
31,서울특별시,종로구,1111018200,구기동,0,0,0,0,0,2,2016,0,0,0,0,0,5,0,1,1,0,0,0,2,3,3,0,7,8,2,0,5,2022-10-28
32,서울특별시,종로구,1111018300,평창동,0,1,0,0,1,3,2016,0,0,0,0,0,9,1,4,4,0,0,0,4,7,18,0,29,17,5,0,23,2022-10-28
33,서울특별시,종로구,1111018700,무악동,0,0,0,0,0,5,2016,0,0,0,10,0,5,0,0,1,0,2,0,2,3,13,1,10,2,3,0,20,2022-10-28
34,서울특별시,종로구,1111017600,교남동,0,0,0,0,0,2,2016,0,0,0,0,0,3,0,2,0,0,0,0,4,1,3,0,0,3,0,0,0,2022-10-28
35,서울특별시,종로구,1111017700,평동,1,3,0,0,0,9,2016,0,0,0,10,0,7,0,0,0,0,0,0,4,2,0,0,12,4,2,0,0,2022-10-28
36,서울특별시,종로구,1111017800,송월동,0,0,0,0,0,2,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2022-10-28
37,서울특별시,종로구,1111017900,홍파동,0,0,0,0,0,1,2016,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,2022-10-28
38,서울특별시,종로구,1111018000,교북동,0,1,0,0,0,3,2016,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,4,2,1,0,5,2022-10-28
39,서울특별시,종로구,1111018100,행촌동,0,0,0,0,1,0,2016,2,0,0,10,0,2,2,0,0,0,0,0,0,1,6,0,1,2,0,0,6,2022-10-28
40,서울특별시,종로구,1111014600,가회동,0,0,0,0,0,0,2016,0,0,0,0,0,2,0,0,0,0,2,0,0,1,3,0,10,4,2,0,0,2022-10-28
41,서울특별시,종로구,1111014700,재동,0,1,0,0,0,0,2016,0,0,0,0,0,3,0,0,0,0,0,0,4,1,4,0,11,4,1,0,0,2022-10-28
42,서울특별시,종로구,1111014800,계동,0,1,0,0,0,1,2016,1,0,0,0,0,3,2,0,0,0,0,0,4,1,3,0,27,4,0,0,2,2022-10-28
43,서울특별시,종로구,1111014900,원서동,0,0,0,0,0,0,2016,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,0,5,3,1,0,0,2022-10-28
44,서울특별시,종로구,1111012200,청진동,0,2,0,0,0,10,2016,0,0,0,10,0,30,0,0,0,0,0,0,8,2,0,3,23,0,0,0,2,2022-10-28
45,서울특별시,종로구,1111012300,서린동,0,1,0,0,0,2,2016,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,14,1,3,0,5,2022-10-28
46,서울특별시,종로구,1111012400,수송동,0,3,0,0,1,2,2016,0,0,0,20,0,10,0,0,0,3,0,0,6,3,0,0,12,0,0,0,1,2022-10-28
47,서울특별시,종로구,1111012500,중학동,0,1,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2022-10-28
48,서울특별시,종로구,1111012600,종로1가,1,1,0,0,0,1,2016,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,1,17,4,0,0,2,2022-10-28
49,서울특별시,종로구,1111012700,공평동,0,0,0,0,0,0,2016,0,0,0,10,0,3,0,1,0,0,0,0,4,0,3,0,11,2,2,0,0,2022-10-28
50,서울특별시,종로구,1111012800,관훈동,0,0,0,0,0,1,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2022-10-28
51,서울특별시,종로구,1111012900,견지동,0,0,0,0,0,1,2016,0,0,0,0,0,7,0,1,0,0,0,0,4,0,0,0,5,4,1,0,1,2022-10-28
52,서울특별시,종로구,1111013000,와룡동,0,0,0,0,0,0,2016,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,9,4,3,0,1,2022-10-28
53,서울특별시,종로구,1111013100,권농동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022-10-28
54,서울특별시,종로구,1111013200,운니동,0,0,0,0,0,0,2016,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,4,1,2,0,0,2022-10-28
55,서울특별시,종로구,1111013300,익선동,0,0,0,0,0,0,2016,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,6,0,2,0,0,2022-10-28
56,서울특별시,종로구,1111013400,경운동,0,0,0,0,0,2,2016,0,0,0,0,0,8,0,0,1,0,2,0,0,1,1,1,1,4,0,0,2,2022-10-28
57,서울특별시,종로구,1111013500,관철동,0,1,0,0,1,3,2016,0,0,3,0,0,20,0,1,2,0,0,0,6,2,6,0,23,2,1,0,32,2022-10-28
58,서울특별시,종로구,1111013600,인사동,0,0,0,0,0,0,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,1,0,0,0,4,2022-10-28
59,서울특별시,종로구,1111013700,낙원동,0,0,0,0,0,2,2016,0,0,0,0,0,4,0,1,0,0,0,0,6,0,6,2,6,0,1,0,5,2022-10-28
60,서울특별시,종로구,1111013800,종로2가,0,1,0,0,1,4,2016,0,0,0,0,0,10,0,0,0,0,0,0,0,3,7,1,25,10,3,0,17,2022-10-28
61,서울특별시,종로구,1111015000,훈정동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2022-10-28
62,서울특별시,종로구,1111015100,묘동,1,0,0,0,0,1,2016,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,10,0,1,0,7,2022-10-28
63,서울특별시,종로구,1111015200,봉익동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2022-10-28
64,서울특별시,종로구,1111015300,돈의동,1,0,0,0,0,0,2016,0,0,0,0,0,2,0,0,0,0,0,0,5,0,15,0,5,0,0,0,1,2022-10-28
65,서울특별시,종로구,1111015400,장사동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,2022-10-28
66,서울특별시,종로구,1111015500,관수동,0,1,0,0,0,0,2016,0,0,0,0,0,4,0,0,0,0,0,0,6,1,6,0,12,1,1,0,8,2022-10-28
67,서울특별시,종로구,1111015600,종로3가,1,1,0,0,0,5,2016,0,1,0,0,0,20,0,1,0,0,0,0,0,4,11,0,10,10,2,0,5,2022-10-28
68,서울특별시,종로구,1111015700,인의동,0,1,0,0,0,0,2016,0,0,0,10,0,3,0,0,1,0,0,0,0,1,0,1,8,2,2,0,6,2022-10-28
69,서울특별시,종로구,1111015800,예지동,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2022-10-28
70,서울특별시,종로구,1111015900,원남동,0,0,0,0,0,4,2016,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,3,1,0,0,2022-10-28
71,서울특별시,종로구,1111016100,종로4가,0,0,0,0,0,8,2016,0,0,0,0,0,11,0,0,0,0,0,0,0,3,2,2,5,8,1,0,2,2022-10-28
72,서울특별시,종로구,1111016000,연지동,0,0,0,0,0,0,2016,0,0,0,20,0,0,0,0,0,0,0,0,0,1,4,0,14,0,2,0,1,2022-10-28
73,서울특별시,종로구,1111016200,효제동,0,0,0,0,0,1,2016,0,0,0,0,0,8,0,0,0,0,2,0,0,4,3,0,8,0,1,0,0,2022-10-28
74,서울특별시,종로구,1111016300,종로5가,1,0,0,0,1,26,2016,0,0,0,0,0,49,0,0,0,0,0,0,0,18,11,0,19,9,3,0,4,2022-10-28
75,서울특별시,종로구,1111016400,종로6가,1,0,0,0,1,5,2016,0,0,0,0,0,25,0,0,0,0,0,0,0,9,11,0,19,2,0,0,2,2022-10-28
76,서울특별시,종로구,1111016700,충신동,0,0,0,0,0,1,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,2,2,2,0,0,2022-10-28
77,서울특별시,종로구,1111016500,이화동,0,0,0,0,0,0,2016,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,1,6,1,1,0,2,2022-10-28
78,서울특별시,종로구,1111016600,연건동,0,2,0,0,0,9,2016,0,0,0,0,0,4,0,2,1,1,0,0,0,1,13,2,20,9,2,0,0,2022-10-28
79,서울특별시,종로구,1111016800,동숭동,0,2,0,0,1,2,2016,1,1,0,0,0,8,0,0,0,0,2,0,6,4,20,4,33,0,1,0,6,2022-10-28
80,서울특별시,종로구,1111016900,혜화동,0,1,0,0,1,4,2016,3,0,0,0,0,12,3,2,0,0,2,0,6,9,18,0,17,5,5,0,13,2022-10-28
81,서울특별시,종로구,1111017000,명륜1가,0,0,0,0,1,2,2016,0,0,0,0,0,5,1,0,0,0,0,0,2,7,21,0,4,4,0,0,15,2022-10-28
82,서울특별시,종로구,1111017100,명륜2가,0,0,0,0,0,3,2016,0,1,1,0,0,8,0,2,0,0,0,0,2,6,3,2,18,3,2,1,7,2022-10-28
83,서울특별시,종로구,1111017200,명륜4가,1,0,0,0,0,8,2016,0,0,2,0,0,1,0,1,0,0,0,0,4,4,3,0,15,0,1,0,1,2022-10-28
84,서울특별시,종로구,1111017300,명륜3가,0,1,0,1,0,1,2016,0,0,0,0,0,1,0,0,0,0,0,0,2,2,24,0,12,8,0,0,4,2022-10-28
85,서울특별시,종로구,1111017400,창신동,2,0,0,1,2,14,2016,0,1,0,0,0,50,1,3,1,0,4,0,14,29,39,0,36,7,8,1,13,2022-10-28
86,서울특별시,종로구,1111017500,숭인동,2,1,0,2,1,7,2016,0,0,3,10,0,28,0,5,2,1,0,0,18,21,35,4,21,9,4,2,16,2022-10-28
87,서울특별시,중구,1114011100,소공동,0,2,0,0,0,3,1060,0,0,0,0,0,7,0,0,0,0,0,1,10,4,6,2,20,1,2,0,1,2022-10-28
88,서울특별시,중구,1114011300,북창동,0,0,0,0,0,0,1060,0,0,0,0,0,4,0,0,0,0,0,0,8,1,13,1,6,0,0,0,1,2022-10-28
89,서울특별시,중구,1114011400,태평로2가,0,1,0,0,0,3,1060,0,0,0,0,0,11,0,1,0,0,0,0,6,1,3,1,19,6,0,0,2,2022-10-28
90,서울특별시,중구,1114011500,남대문로2가,0,0,0,0,0,0,1060,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,9,6,0,0,0,2022-10-28
91,서울특별시,중구,1114011600,남대문로3가,0,0,0,0,0,3,1060,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,2,3,1,0,0,2022-10-28
92,서울특별시,중구,1114011700,남대문로4가,0,2,0,0,0,4,1060,0,0,0,0,0,5,0,1,0,0,0,0,2,2,3,0,6,2,1,0,0,2022-10-28
93,서울특별시,중구,1114011900,봉래동1가,0,0,0,0,0,0,1060,0,0,0,0,0,5,0,1,0,0,0,0,2,1,2,1,7,2,0,0,0,2022-10-28
94,서울특별시,중구,1114016600,서소문동,1,3,0,0,1,4,1060,0,0,0,0,0,25,0,2,1,0,0,0,6,9,5,2,27,3,3,0,0,2022-10-28
95,서울특별시,중구,1114016700,정동,1,0,0,0,0,0,1060,1,0,0,0,0,1,2,2,1,0,2,0,4,0,40,1,13,4,1,0,3,2022-10-28
96,서울특별시,중구,1114016800,순화동,0,2,0,0,0,1,1060,0,0,0,0,0,8,1,1,0,0,0,0,16,1,4,0,16,1,2,0,1,2022-10-28
97,서울특별시,중구,1114016900,의주로1가,0,0,0,0,0,1,1060,0,0,0,0,0,3,0,0,0,0,0,0,2,2,3,1,1,3,0,0,0,2022-10-28
98,서울특별시,중구,1114017000,충정로1가,0,1,0,0,0,0,1060,0,0,0,10,0,2,0,0,1,0,0,0,2,1,0,0,7,0,0,0,1,2022-10-28
99,서울특별시,중구,1114011200,남창동,1,0,0,0,1,4,1060,0,0,0,0,0,17,0,0,0,0,0,0,4,6,33,0,26,6,1,0,0,2022-10-28
100,서울특별시,중구,1114011800,남대문로5가,2,5,0,0,0,5,1060,0,0,0,20,0,22,0,2,0,0,0,0,14,7,16,4,38,9,6,0,0,2022-10-28
101,서울특별시,중구,1114012000,봉래동2가,0,0,0,0,1,0,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,11,1,0,0,2022-10-28
102,서울특별시,중구,1114012100,회현동1가,0,1,0,0,1,3,1060,0,0,0,0,0,12,0,1,0,0,0,0,12,3,32,2,24,4,2,0,1,2022-10-28
103,서울특별시,중구,1114012200,회현동2가,0,0,0,0,0,0,1060,0,0,0,0,0,1,0,1,0,1,0,0,4,1,9,0,8,2,1,0,0,2022-10-28
104,서울특별시,중구,1114012400,충무로1가,0,4,0,0,0,3,1060,0,0,0,0,0,17,0,1,0,0,0,1,10,2,7,0,22,2,3,0,1,2022-10-28
105,서울특별시,중구,1114010100,무교동,0,1,0,0,0,5,1060,0,0,0,0,0,20,0,2,0,0,0,0,4,4,0,0,8,0,1,0,1,2022-10-28
106,서울특별시,중구,1114010200,다동,0,1,0,0,1,2,1060,0,0,0,0,0,9,0,3,0,0,0,0,4,0,7,1,24,0,3,0,1,2022-10-28
107,서울특별시,중구,1114010300,태평로1가,0,1,0,0,1,0,1060,0,0,0,0,0,5,0,3,1,0,0,0,2,2,0,1,19,3,4,0,3,2022-10-28
108,서울특별시,중구,1114010400,을지로1가,0,1,0,0,0,2,1060,0,1,0,0,0,6,0,0,0,0,0,0,5,1,10,0,15,4,2,0,1,2022-10-28
109,서울특별시,중구,1114010500,을지로2가,0,5,0,0,0,6,1060,0,0,0,0,0,22,0,1,0,0,0,0,10,8,2,2,41,3,5,0,4,2022-10-28
110,서울특별시,중구,1114010600,남대문로1가,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2022-10-28
111,서울특별시,중구,1114010700,삼각동,0,1,0,0,0,1,1060,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,2022-10-28
112,서울특별시,중구,1114010800,수하동,0,0,0,0,0,2,1060,0,0,0,0,0,4,0,1,0,0,0,0,6,2,0,1,6,0,1,0,2,2022-10-28
113,서울특별시,중구,1114010900,장교동,0,0,0,0,0,1,1060,0,0,0,0,0,3,0,1,0,0,0,0,4,2,2,1,2,0,2,0,0,2022-10-28
114,서울특별시,중구,1114011000,수표동,0,1,0,0,0,1,1060,0,0,0,0,0,2,0,2,0,0,0,0,4,1,11,0,10,1,1,0,0,2022-10-28
115,서울특별시,중구,1114012300,회현동3가,0,0,0,0,0,0,1060,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,2022-10-28
116,서울특별시,중구,1114012500,충무로2가,1,1,0,0,0,5,1060,0,0,0,0,0,20,0,1,0,0,0,0,12,5,4,0,32,2,1,0,2,2022-10-28
117,서울특별시,중구,1114012600,명동1가,0,0,0,0,0,2,1060,0,1,0,0,0,8,0,1,2,0,0,0,2,4,4,0,18,0,0,0,0,2022-10-28
118,서울특별시,중구,1114012700,명동2가,0,3,0,0,1,4,1060,0,0,0,0,0,19,0,0,0,0,0,0,8,11,11,0,33,0,1,0,0,2022-10-28
119,서울특별시,중구,1114012800,남산동1가,0,0,0,0,0,1,1060,0,0,1,0,0,7,0,0,0,0,0,0,3,1,5,0,2,1,0,0,0,2022-10-28
120,서울특별시,중구,1114012900,남산동2가,0,0,0,1,0,1,1060,0,0,0,0,0,0,0,0,0,0,2,0,2,0,20,0,14,1,0,0,0,2022-10-28
121,서울특별시,중구,1114013000,남산동3가,0,1,0,0,0,0,1060,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,2022-10-28
122,서울특별시,중구,1114013100,저동1가,0,0,0,0,0,0,1060,0,0,0,0,0,2,0,1,0,0,0,0,2,0,7,0,5,2,1,0,0,2022-10-28
123,서울특별시,중구,1114014200,예장동,0,0,0,0,0,0,1060,0,0,0,0,0,0,1,1,0,0,4,0,2,0,13,0,5,4,0,0,0,2022-10-28
124,서울특별시,중구,1114013200,충무로4가,0,0,0,0,0,2,1060,0,0,0,0,0,6,0,0,0,0,0,0,2,4,8,0,14,1,1,1,1,2022-10-28
125,서울특별시,중구,1114013300,충무로5가,0,1,0,0,0,0,1060,0,0,0,0,0,3,0,0,0,0,0,0,6,1,10,1,7,1,0,0,0,2022-10-28
126,서울특별시,중구,1114013600,묵정동,0,0,0,0,0,2,1060,0,0,0,0,0,4,0,0,0,0,0,0,4,4,14,0,8,1,0,1,5,2022-10-28
127,서울특별시,중구,1114013700,필동1가,0,0,0,0,1,2,1060,0,0,0,0,0,5,0,0,0,0,0,0,6,3,4,0,8,4,0,0,2,2022-10-28
128,서울특별시,중구,1114013800,필동2가,2,2,0,0,0,2,1060,0,0,0,0,0,4,0,0,1,0,0,0,6,5,24,1,22,1,2,1,1,2022-10-28
129,서울특별시,중구,1114013900,필동3가,0,0,0,0,0,1,1060,0,0,0,0,0,1,0,0,0,0,0,0,4,1,13,0,16,0,1,0,1,2022-10-28
130,서울특별시,중구,1114014000,남학동,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2022-10-28
131,서울특별시,중구,1114014100,주자동,0,0,0,0,0,0,1060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2022-10-28
132,서울특별시,중구,1114014400,장충동2가,1,0,1,2,1,0,1060,0,0,0,0,0,2,0,0,0,0,2,0,8,0,58,2,18,6,5,0,0,2022-10-28
133,서울특별시,중구,1114015800,충무로3가,0,0,0,0,0,0,1060,0,0,0,0,0,5,0,2,0,1,0,0,8,0,4,2,14,0,0,0,0,2022-10-28
134,서울특별시,중구,1114014300,장충동1가,0,1,0,0,0,1,1060,0,0,0,0,0,3,0,0,0,0,0,0,4,2,23,1,8,1,1,0,0,2022-10-28
135,서울특별시,중구,1114013400,인현동2가,0,0,0,0,0,1,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,8,0,0,0,0,2022-10-28
136,서울특별시,중구,1114013500,예관동,0,0,0,0,0,1,1060,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,1,0,0,0,2022-10-28
137,서울특별시,중구,1114014500,광희동1가,1,1,0,0,0,1,1060,0,0,0,0,0,1,0,0,0,0,0,0,4,1,7,0,10,1,1,0,1,2022-10-28
138,서울특별시,중구,1114014600,광희동2가,1,0,0,0,0,1,1060,0,0,0,0,0,4,0,0,0,0,0,0,4,1,19,0,5,3,1,0,0,2022-10-28
139,서울특별시,중구,1114014700,쌍림동,0,0,0,0,0,1,1060,0,0,0,0,0,6,0,1,0,0,0,0,4,4,0,1,13,1,1,0,0,2022-10-28
140,서울특별시,중구,1114014800,을지로6가,0,2,0,0,0,7,1060,0,0,5,0,1,19,0,0,1,0,0,0,14,8,35,3,61,5,1,0,1,2022-10-28
141,서울특별시,중구,1114014900,을지로7가,1,0,0,0,0,0,1060,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,1,8,4,1,0,0,2022-10-28
142,서울특별시,중구,1114015400,오장동,0,0,0,0,0,1,1060,0,0,0,0,0,0,0,0,1,0,0,0,6,1,11,0,12,0,0,0,1,2022-10-28
143,서울특별시,중구,1114015000,을지로4가,1,1,0,0,0,5,1060,0,0,0,0,0,17,0,1,0,0,0,0,6,7,6,0,14,1,1,0,0,2022-10-28
144,서울특별시,중구,1114015100,을지로5가,0,0,0,0,1,0,1060,0,0,0,0,0,4,0,0,0,0,0,0,6,2,2,0,9,3,2,3,0,2022-10-28
145,서울특별시,중구,1114015200,주교동,1,0,0,0,0,0,1060,0,0,0,0,0,2,0,0,0,0,0,0,4,0,9,0,17,2,0,0,0,2022-10-28
146,서울특별시,중구,1114015300,방산동,0,0,0,0,0,1,1060,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,4,2,0,0,0,2022-10-28
147,서울특별시,중구,1114015500,을지로3가,3,0,0,0,1,1,1060,0,0,0,0,0,5,0,0,1,0,0,0,4,1,20,0,21,3,0,0,1,2022-10-28
148,서울특별시,중구,1114015600,입정동,0,0,0,0,0,0,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2022-10-28
149,서울특별시,중구,1114015700,산림동,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,2022-10-28
150,서울특별시,중구,1114015900,초동,0,0,0,0,0,3,1060,0,0,0,0,0,6,0,1,1,0,0,0,10,2,10,2,8,0,1,0,0,2022-10-28
151,서울특별시,중구,1114016000,인현동1가,0,0,0,0,0,1,1060,0,0,1,0,0,1,0,0,0,0,0,0,4,4,1,0,11,1,0,0,0,2022-10-28
152,서울특별시,중구,1114016100,저동2가,0,2,0,0,0,7,1060,0,0,0,0,0,7,0,0,1,0,0,0,2,10,2,0,20,0,1,0,0,2022-10-28
153,서울특별시,중구,1114016200,신당동,6,1,0,5,3,39,1060,5,0,0,20,1,131,5,20,2,2,12,0,89,125,321,13,146,22,14,9,94,2022-10-28
154,서울특별시,중구,1114016300,흥인동,1,2,0,0,0,3,1060,0,0,0,0,0,6,1,3,1,0,0,0,4,3,21,3,14,1,0,0,0,2022-10-28
155,서울특별시,중구,1114016400,무학동,0,0,0,0,0,2,1060,0,0,0,0,0,8,0,0,0,3,0,0,6,4,0,0,1,0,0,0,0,2022-10-28
